<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AB.US,D,20131111,000000,12.365,12.522,12.218,12.302,566773,0
AB.US,D,20131112,000000,12.205,12.379,12.144,12.194,473492,0
AB.US,D,20131113,000000,12.183,12.244,12.042,12.14,423013,0
AB.US,D,20131114,000000,12.069,12.325,12.014,12.148,431788,0
AB.US,D,20131115,000000,12.183,12.296,12.003,12.283,848352,0
AB.US,D,20131118,000000,12.403,12.403,12.075,12.269,1096386,0
AB.US,D,20131119,000000,12.234,12.385,12.081,12.12,403894,0
AB.US,D,20131120,000000,12.098,12.272,12.069,12.161,375110,0
AB.US,D,20131121,000000,12.189,12.258,12.049,12.12,891551,0
AB.US,D,20131122,000000,12.218,12.409,12.183,12.313,1585586,0
AB.US,D,20131125,000000,12.403,12.588,12.328,12.403,843030,0
AB.US,D,20131126,000000,12.391,12.595,12.391,12.495,585074,0
AB.US,D,20131127,000000,12.487,12.527,12.385,12.403,517200,0
AB.US,D,20131129,000000,12.487,12.622,12.467,12.515,549580,0
AB.US,D,20131202,000000,12.595,12.853,12.414,12.85,1053517,0
AB.US,D,20131203,000000,12.839,12.839,12.566,12.634,605257,0
AB.US,D,20131204,000000,12.618,12.85,12.522,12.769,456833,0
AB.US,D,20131205,000000,12.685,12.884,12.612,12.646,513975,0
AB.US,D,20131206,000000,12.487,12.691,12.244,12.495,2436332,0
AB.US,D,20131209,000000,12.487,12.663,12.409,12.607,978536,0
AB.US,D,20131210,000000,12.579,12.713,12.549,12.634,716979,0
AB.US,D,20131211,000000,12.51,12.595,12.189,12.263,905910,0
AB.US,D,20131212,000000,12.205,12.409,12.127,12.223,653734,0
AB.US,D,20131213,000000,12.183,12.313,12.075,12.111,453786,0
AB.US,D,20131216,000000,12.127,12.272,12.049,12.063,479162,0
AB.US,D,20131217,000000,12.029,12.059,11.851,11.96,452062,0
AB.US,D,20131218,000000,11.949,12.183,11.794,12.069,820428,0
AB.US,D,20131219,000000,11.96,12.172,11.922,12.094,609265,0
AB.US,D,20131220,000000,12.075,12.205,11.982,12.127,741925,0
AB.US,D,20131223,000000,12.127,12.205,12.098,12.127,719026,0
AB.US,D,20131224,000000,12.161,12.161,11.904,12.056,205681,0
AB.US,D,20131226,000000,12.09,12.127,12.014,12.114,477705,0
AB.US,D,20131227,000000,12.148,12.283,12.09,12.239,818454,0
AB.US,D,20131230,000000,12.228,12.258,12.029,12.114,669807,0
AB.US,D,20131231,000000,12.111,12.172,12.014,12.036,413893,0
AB.US,D,20140102,000000,12.014,12.09,11.833,12.025,517066,0
AB.US,D,20140103,000000,12.056,12.342,11.988,12.258,435740,0
AB.US,D,20140106,000000,12.357,12.549,12.272,12.283,558071,0
AB.US,D,20140107,000000,12.409,12.566,12.35,12.532,524802,0
AB.US,D,20140108,000000,12.579,12.668,12.342,12.357,413988,0
AB.US,D,20140109,000000,12.35,12.549,12.342,12.437,439419,0
AB.US,D,20140110,000000,12.522,12.668,12.421,12.549,627527,0
AB.US,D,20140113,000000,12.601,12.872,12.549,12.634,960880,0
AB.US,D,20140114,000000,12.702,12.818,12.641,12.781,433169,0
AB.US,D,20140115,000000,12.818,13.03,12.748,12.894,635069,0
AB.US,D,20140116,000000,12.917,13.001,12.853,12.894,1348806,0
AB.US,D,20140117,000000,12.889,12.974,12.781,12.865,612631,0
AB.US,D,20140121,000000,12.917,12.974,12.634,12.833,502036,0
AB.US,D,20140122,000000,12.85,13.014,12.808,12.962,303016,0
AB.US,D,20140123,000000,12.962,13.001,12.706,12.748,463864,0
AB.US,D,20140124,000000,12.691,12.706,12.467,12.481,393267,0
AB.US,D,20140127,000000,12.588,12.588,12.127,12.153,740327,0
AB.US,D,20140128,000000,12.144,12.522,12.14,12.476,341616,0
AB.US,D,20140129,000000,12.421,12.487,12.167,12.336,396246,0
AB.US,D,20140130,000000,12.376,12.736,12.336,12.702,363627,0
AB.US,D,20140131,000000,12.579,12.719,12.495,12.601,684707,0
AB.US,D,20140203,000000,12.634,12.634,11.844,11.883,1117410,0
AB.US,D,20140204,000000,12.036,12.283,11.88,12.205,480795,0
AB.US,D,20140205,000000,12.244,12.25,11.96,12.228,427442,0
AB.US,D,20140206,000000,12.321,12.549,12.244,12.342,496807,0
AB.US,D,20140207,000000,12.376,12.545,12.296,12.467,545635,0
AB.US,D,20140210,000000,12.443,12.668,12.379,12.588,516749,0
AB.US,D,20140211,000000,12.646,12.803,12.588,12.641,517909,0
AB.US,D,20140212,000000,12.974,13.475,12.775,13.304,1440115,0
AB.US,D,20140213,000000,13.124,13.327,13.058,13.212,1016793,0
AB.US,D,20140214,000000,13.212,13.548,13.006,13.442,835816,0
AB.US,D,20140218,000000,13.564,14.102,13.502,13.988,1422677,0
AB.US,D,20140219,000000,14.012,14.491,13.971,14.451,2218651,0
AB.US,D,20140220,000000,14.294,14.411,13.717,13.995,1677637,0
AB.US,D,20140221,000000,14.036,14.139,13.717,13.861,743739,0
AB.US,D,20140224,000000,14,14.195,13.81,14.125,699365,0
AB.US,D,20140225,000000,14.125,14.294,13.889,13.931,472986,0
AB.US,D,20140226,000000,13.982,14.052,13.81,13.925,388749,0
AB.US,D,20140227,000000,13.901,13.989,13.844,13.844,451845,0
AB.US,D,20140228,000000,13.861,14.125,13.804,13.989,545317,0
