<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ABC.US,D,20151207,000000,92.229,92.676,91.692,92.284,1370588,0
ABC.US,D,20151208,000000,91.979,92.844,91.683,92.739,1859938,0
ABC.US,D,20151209,000000,91.87,93.237,91.722,92.926,3646557,0
ABC.US,D,20151210,000000,93.17,94.543,92.881,94.094,2901949,0
ABC.US,D,20151211,000000,93.688,94.901,93.501,94.218,2197423,0
ABC.US,D,20151214,000000,94.334,94.842,93.538,94.643,2558474,0
ABC.US,D,20151215,000000,95.093,95.523,93.547,93.859,2415509,0
ABC.US,D,20151216,000000,94.237,94.56,92.712,93.772,2159832,0
ABC.US,D,20151217,000000,93.859,94.979,93.643,94.464,3024586,0
ABC.US,D,20151218,000000,94.266,94.712,93.455,94.028,4839037,0
ABC.US,D,20151221,000000,94.306,94.997,93.791,94.979,1808489,0
ABC.US,D,20151222,000000,95.074,95.474,94.334,95.228,1178640,0
ABC.US,D,20151223,000000,95.22,96.203,94.891,95.931,1348270,0
ABC.US,D,20151224,000000,95.734,96.173,95.552,95.941,471714,0
ABC.US,D,20151228,000000,95.856,96.517,95.513,96.173,871460,0
ABC.US,D,20151229,000000,96.636,97.257,96.243,96.711,897571,0
ABC.US,D,20151230,000000,96.876,97.664,96.729,96.934,1130988,0
ABC.US,D,20151231,000000,96.423,97.032,95.704,95.734,1199996,0
ABC.US,D,20160104,000000,94.435,94.742,93.501,94.018,2521017,0
ABC.US,D,20160105,000000,94.334,95.448,93.772,95.411,2220868,0
ABC.US,D,20160106,000000,93.661,94.742,93.52,93.934,2456375,0
ABC.US,D,20160107,000000,93.115,93.366,90.909,90.947,3963719,0
ABC.US,D,20160108,000000,91.529,91.852,90.272,90.421,1990408,0
ABC.US,D,20160111,000000,88.159,88.611,86.589,86.82,6484944,0
ABC.US,D,20160112,000000,87.181,88.159,86.563,86.931,3922322,0
ABC.US,D,20160113,000000,87.05,87.549,85.786,85.969,4336381,0
ABC.US,D,20160114,000000,85.65,86.991,85.305,86.507,3021990,0
ABC.US,D,20160115,000000,86.066,86.331,84.393,85.63,3480240,0
ABC.US,D,20160119,000000,86.109,86.156,84.541,85.418,3709610,0
ABC.US,D,20160120,000000,84.724,85.149,82.778,83.903,4864828,0
ABC.US,D,20160121,000000,83.903,84.762,82.879,83.601,2379875,0
ABC.US,D,20160122,000000,84.819,84.994,83.849,83.996,2151352,0
ABC.US,D,20160125,000000,84.908,85.13,84.044,84.247,2642833,0
ABC.US,D,20160126,000000,84.375,84.541,83.637,84.237,1438234,0
ABC.US,D,20160127,000000,84.267,84.479,82.824,83.24,3081722,0
ABC.US,D,20160128,000000,83.534,83.746,80.387,80.571,6558120,0
ABC.US,D,20160129,000000,80.81,82.702,80.561,82.668,4078760,0
ABC.US,D,20160201,000000,82.253,82.5,80.913,82.15,3289773,0
ABC.US,D,20160202,000000,81.781,82.972,81.183,81.355,3087196,0
ABC.US,D,20160203,000000,81.54,81.729,80.184,81.216,4331363,0
ABC.US,D,20160204,000000,74.313,81.2,74.303,77.905,8709765,0
ABC.US,D,20160205,000000,77.536,79.501,76.298,78.18,5258206,0
ABC.US,D,20160208,000000,77.432,77.755,76.352,77.183,4979849,0
ABC.US,D,20160209,000000,76.327,78.496,76.26,78.229,3042868,0
ABC.US,D,20160210,000000,78.866,79.703,78.663,79.012,2934212,0
ABC.US,D,20160211,000000,77.765,78.54,77.712,78.041,2988393,0
ABC.US,D,20160212,000000,78.089,79.02,77.987,79.02,2037191,0
ABC.US,D,20160216,000000,79.481,79.595,78.458,79.02,2420709,0
ABC.US,D,20160217,000000,79.437,81.071,79.123,80.758,3872800,0
ABC.US,D,20160218,000000,80.646,81.072,80.238,80.328,2402012,0
ABC.US,D,20160219,000000,80.375,80.664,79.949,80.471,1784295,0
ABC.US,D,20160222,000000,80.487,81.442,80.461,81.265,2367513,0
ABC.US,D,20160223,000000,81.257,81.72,80.487,80.943,1808490,0
ABC.US,D,20160224,000000,80.172,80.878,79.504,80.692,2953981,0
ABC.US,D,20160225,000000,81.126,81.572,80.507,81.175,1364533,0
ABC.US,D,20160226,000000,81.406,82.073,81.053,81.117,1252617,0
ABC.US,D,20160229,000000,80.868,81.091,80.094,80.266,2800581,0
ABC.US,D,20160301,000000,80.433,81.294,80.125,81.014,2096310,0
ABC.US,D,20160302,000000,81.014,81.507,80.655,81.202,1757422,0
ABC.US,D,20160303,000000,81.202,81.859,80.739,81.747,2059084,0
ABC.US,D,20160304,000000,81.701,81.979,81.341,81.542,1799307,0
ABC.US,D,20160307,000000,80.953,81.775,80.791,81.637,1896407,0
ABC.US,D,20160308,000000,81.85,81.859,80.749,81.378,1980043,0
ABC.US,D,20160309,000000,81.348,81.552,80.963,81.146,1961643,0
ABC.US,D,20160310,000000,81.552,81.692,79.514,79.858,3689833,0
ABC.US,D,20160311,000000,80.636,83.064,80.21,82.981,3816536,0
ABC.US,D,20160314,000000,82.525,83.184,81.433,81.507,1569236,0
ABC.US,D,20160315,000000,81.082,81.664,79.793,79.969,2396200,0
ABC.US,D,20160316,000000,79.959,80.933,79.636,80.683,1510011,0
ABC.US,D,20160317,000000,80.683,81.053,79.441,79.58,3262530,0
ABC.US,D,20160318,000000,79.803,81.34,79.144,81.062,3967009,0
ABC.US,D,20160321,000000,81.156,81.397,80.433,80.739,1755967,0
ABC.US,D,20160322,000000,80.868,81.109,80.266,80.764,1821466,0
ABC.US,D,20160323,000000,81.082,81.397,80.701,80.868,1432925,0
ABC.US,D,20160324,000000,80.487,80.83,79.765,79.85,2643641,0
ABC.US,D,20160328,000000,80.655,80.987,79.423,80.133,1579729,0
ABC.US,D,20160329,000000,80.201,80.487,79.441,80.081,1523883,0
ABC.US,D,20160330,000000,80.152,81.028,80.081,80.701,1791337,0
ABC.US,D,20160331,000000,80.739,81.304,79.969,80.201,1852034,0
ABC.US,D,20160401,000000,80.257,80.479,79.684,80.162,2194265,0
ABC.US,D,20160404,000000,80.375,81.637,80.257,80.764,2451480,0
ABC.US,D,20160405,000000,80.035,80.626,79.301,79.405,2750638,0
ABC.US,D,20160406,000000,79.467,81.175,79.432,81.117,3039786,0
ABC.US,D,20160407,000000,80.895,81.542,80.248,80.304,2393159,0
ABC.US,D,20160408,000000,80.385,80.886,78.876,79.051,2680443,0
ABC.US,D,20160411,000000,78.912,79.259,78.17,78.244,2017864,0
ABC.US,D,20160412,000000,78.402,78.902,77.884,78.671,1872438,0
ABC.US,D,20160413,000000,79.071,79.486,78.441,78.921,2083021,0
ABC.US,D,20160414,000000,78.486,80.749,78.422,80.338,2294899,0
ABC.US,D,20160415,000000,80.248,81.433,80.143,81.388,2549465,0
ABC.US,D,20160418,000000,81.582,82.211,81.21,82.156,1885112,0
ABC.US,D,20160419,000000,82.852,83.62,82.673,82.922,2203138,0
ABC.US,D,20160420,000000,83.322,85.224,83.064,85.118,3394298,0
ABC.US,D,20160421,000000,84.905,85.699,84.806,85.095,2532174,0
ABC.US,D,20160422,000000,85.281,85.641,84.465,85.147,2095113,0
ABC.US,D,20160425,000000,85.02,85.244,84.305,84.796,2414019,0
ABC.US,D,20160426,000000,85.001,85.252,84.445,84.583,1215907,0
ABC.US,D,20160427,000000,84.62,84.925,83.666,83.99,1843648,0
ABC.US,D,20160428,000000,83.037,83.037,79.858,80.081,5765166,0
ABC.US,D,20160429,000000,79.813,80.143,78.179,78.858,4214050,0
ABC.US,D,20160502,000000,78.94,79.107,78.311,78.978,1750301,0
ABC.US,D,20160503,000000,78.698,79.755,78.237,79.209,2105381,0
ABC.US,D,20160504,000000,78.746,79.041,77.836,78.107,2434697,0
ABC.US,D,20160505,000000,72.232,73.835,71.185,72.278,12818616,0
ABC.US,D,20160506,000000,72.242,72.416,69.821,70.907,7360204,0
ABC.US,D,20160509,000000,70.822,72.723,70.675,71.694,4274908,0
ABC.US,D,20160510,000000,72.074,72.545,70.794,71.052,3975196,0
ABC.US,D,20160511,000000,70.869,71.185,69.962,70.201,3712448,0
ABC.US,D,20160512,000000,70.352,70.352,69.154,69.295,3739504,0
ABC.US,D,20160513,000000,69.228,69.561,68.143,68.257,2565709,0
ABC.US,D,20160516,000000,68.347,69.192,68.321,69.117,3228543,0
ABC.US,D,20160517,000000,68.942,69.552,68.626,69.063,3206658,0
ABC.US,D,20160518,000000,68.757,69.75,68.646,69.635,3511306,0
ABC.US,D,20160519,000000,69.312,70.102,69.2,69.859,3243368,0
ABC.US,D,20160520,000000,69.946,70.122,69.218,69.645,2733946,0
ABC.US,D,20160523,000000,69.812,69.859,68.798,68.827,1858016,0
ABC.US,D,20160524,000000,69.226,69.431,68.781,69.2,2093926,0
ABC.US,D,20160525,000000,69.431,69.579,68.763,68.919,1790200,0
ABC.US,D,20160526,000000,68.919,68.948,68.241,68.593,1569093,0
ABC.US,D,20160527,000000,68.678,68.986,68.53,68.91,2090511,0
ABC.US,D,20160531,000000,69.069,69.859,68.781,69.793,4760214,0
ABC.US,D,20160601,000000,69.589,70.689,69.431,70.408,3063316,0
ABC.US,D,20160602,000000,70.567,71.888,70.428,71.749,3269576,0
ABC.US,D,20160603,000000,71.398,71.675,70.995,71.246,2054728,0
ABC.US,D,20160606,000000,71.023,71.345,70.699,71.166,1603145,0
ABC.US,D,20160607,000000,71.107,71.246,70.67,70.951,1804152,0
ABC.US,D,20160608,000000,71.033,71.34,70.622,70.977,2200463,0
ABC.US,D,20160609,000000,70.951,71.136,70.65,70.903,3380209,0
ABC.US,D,20160610,000000,70.622,71.898,70.159,71.174,3027500,0
ABC.US,D,20160613,000000,71.156,71.844,70.941,71.126,3073066,0
ABC.US,D,20160614,000000,70.818,71.166,69.775,70.289,3178080,0
ABC.US,D,20160615,000000,70.699,71.424,70.622,70.855,2572838,0
ABC.US,D,20160616,000000,70.436,70.977,69.859,70.745,2268389,0
ABC.US,D,20160617,000000,70.755,71.05,69.964,70.466,3284061,0
ABC.US,D,20160620,000000,70.977,71.878,70.865,71.089,2630010,0
