<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ABB.US,D,20170303,000000,19.505,19.566,19.394,19.549,1055720,0
ABB.US,D,20170306,000000,19.377,19.386,19.296,19.368,2076472,0
ABB.US,D,20170307,000000,19.351,19.428,19.299,19.403,1609559,0
ABB.US,D,20170308,000000,19.368,19.462,19.325,19.342,1842770,0
ABB.US,D,20170309,000000,19.154,19.214,19.085,19.188,1962341,0
ABB.US,D,20170310,000000,19.318,19.446,19.282,19.428,3300722,0
ABB.US,D,20170313,000000,19.446,19.549,19.351,19.428,1898993,0
ABB.US,D,20170314,000000,19.368,19.411,19.318,19.368,1939765,0
ABB.US,D,20170315,000000,19.428,19.78,19.428,19.737,1972839,0
ABB.US,D,20170316,000000,19.772,19.866,19.763,19.849,2471533,0
ABB.US,D,20170317,000000,20.002,20.064,19.892,19.97,3125571,0
ABB.US,D,20170320,000000,20.047,20.08,19.952,19.97,2624738,0
ABB.US,D,20170321,000000,20.166,20.214,19.776,19.815,3953938,0
ABB.US,D,20170322,000000,19.711,19.901,19.656,19.883,3241004,0
ABB.US,D,20170323,000000,19.875,20.115,19.858,20.002,2297755,0
ABB.US,D,20170324,000000,19.952,20.09,19.944,19.977,1569884,0
ABB.US,D,20170327,000000,19.909,20.08,19.832,20.054,2816277,0
ABB.US,D,20170328,000000,20.08,20.201,20.064,20.115,1613637,0
ABB.US,D,20170329,000000,20.038,20.054,19.96,20.047,1302577,0
ABB.US,D,20170330,000000,20.002,20.124,19.986,20.028,1518502,0
ABB.US,D,20170331,000000,19.96,20.136,19.944,20.08,1804423,0
ABB.US,D,20170403,000000,20.022,20.054,19.841,19.944,4215174,0
ABB.US,D,20170404,000000,19.96,20.132,19.927,20.132,2794038,0
ABB.US,D,20170405,000000,19.977,20.115,19.785,19.797,3468333,0
ABB.US,D,20170406,000000,20.072,20.115,19.986,20.002,2287518,0
ABB.US,D,20170407,000000,19.944,20.101,19.927,19.986,1193008,0
ABB.US,D,20170410,000000,19.901,19.927,19.789,19.815,2560330,0
ABB.US,D,20170411,000000,19.685,19.793,19.595,19.789,2520544,0
ABB.US,D,20170412,000000,19.695,19.707,19.587,19.66,2025398,0
ABB.US,D,20170413,000000,19.66,19.685,19.411,19.42,2668058,0
ABB.US,D,20170417,000000,19.394,19.626,19.394,19.608,1825366,0
ABB.US,D,20170418,000000,19.613,19.759,19.559,19.693,1674441,0
ABB.US,D,20170419,000000,19.754,19.843,19.728,19.764,7038137,0
ABB.US,D,20170420,000000,20.092,20.385,20.074,20.35,6055770,0
ABB.US,D,20170421,000000,20.509,20.74,20.482,20.696,4667104,0
ABB.US,D,20170424,000000,21.166,21.271,21.112,21.237,3276334,0
ABB.US,D,20170425,000000,21.281,21.574,21.271,21.512,3617128,0
ABB.US,D,20170426,000000,21.539,21.671,21.503,21.503,3198843,0
ABB.US,D,20170427,000000,21.724,21.813,21.663,21.769,2984656,0
ABB.US,D,20170428,000000,21.751,21.858,21.743,21.832,2937614,0
ABB.US,D,20170501,000000,21.84,21.911,21.761,21.805,1322955,0
ABB.US,D,20170502,000000,21.822,21.928,21.775,21.921,1864143,0
ABB.US,D,20170503,000000,21.849,21.903,21.729,21.84,1811347,0
ABB.US,D,20170504,000000,21.84,22.018,21.818,21.999,2804467,0
ABB.US,D,20170505,000000,21.84,22.115,21.832,22.107,2175259,0
ABB.US,D,20170508,000000,21.778,21.867,21.734,21.858,3035031,0
ABB.US,D,20170509,000000,21.876,21.921,21.746,21.795,1882589,0
ABB.US,D,20170510,000000,21.822,21.903,21.778,21.894,3556867,0
ABB.US,D,20170511,000000,21.84,21.903,21.743,21.894,2155121,0
ABB.US,D,20170512,000000,21.751,21.973,21.751,21.965,2718384,0
ABB.US,D,20170515,000000,21.965,22.044,21.947,21.992,1543595,0
ABB.US,D,20170516,000000,22.346,22.359,22.235,22.346,2116067,0
ABB.US,D,20170517,000000,22.036,22.115,21.911,21.921,2041647,0
ABB.US,D,20170518,000000,21.716,21.955,21.707,21.894,2101080,0
ABB.US,D,20170519,000000,22.115,22.319,22.115,22.257,1696902,0
ABB.US,D,20170522,000000,22.275,22.355,22.195,22.221,1558548,0
ABB.US,D,20170523,000000,22.115,22.213,22.018,22.053,1568795,0
ABB.US,D,20170524,000000,22.115,22.253,22.089,22.16,1383952,0
ABB.US,D,20170525,000000,22.231,22.275,22.169,22.248,746382,0
ABB.US,D,20170526,000000,22.08,22.219,22.08,22.186,860633,0
ABB.US,D,20170530,000000,22.097,22.213,22.081,22.169,801956,0
ABB.US,D,20170531,000000,22.364,22.44,22.257,22.302,2328847,0
ABB.US,D,20170601,000000,22.311,22.408,22.293,22.391,1212661,0
ABB.US,D,20170602,000000,22.798,22.923,22.737,22.896,2200691,0
ABB.US,D,20170605,000000,22.683,22.772,22.617,22.656,3637030,0
ABB.US,D,20170606,000000,22.727,22.727,22.594,22.666,2820463,0
ABB.US,D,20170607,000000,22.568,22.59,22.373,22.452,1606473,0
ABB.US,D,20170608,000000,22.435,22.506,22.377,22.489,1522121,0
ABB.US,D,20170609,000000,22.496,22.547,22.369,22.496,1422376,0
ABB.US,D,20170612,000000,22.221,22.293,22.133,22.284,2226524,0
ABB.US,D,20170613,000000,22.418,22.533,22.391,22.489,1979781,0
ABB.US,D,20170614,000000,22.639,22.639,22.253,22.346,1757331,0
ABB.US,D,20170615,000000,21.982,22.133,21.965,22.107,2302596,0
ABB.US,D,20170616,000000,22.16,22.506,22.142,22.506,2771395,0
ABB.US,D,20170619,000000,22.55,22.648,22.528,22.63,2372553,0
ABB.US,D,20170620,000000,22.489,22.538,22.221,22.231,2295050,0
ABB.US,D,20170621,000000,22.408,22.452,22.311,22.355,2563942,0
ABB.US,D,20170622,000000,22.311,22.506,22.284,22.462,3153276,0
ABB.US,D,20170623,000000,22.373,22.577,22.364,22.541,1481860,0
ABB.US,D,20170626,000000,22.604,22.688,22.506,22.506,1538790,0
ABB.US,D,20170627,000000,22.63,22.639,22.408,22.47,1814307,0
ABB.US,D,20170628,000000,22.293,22.373,22.213,22.346,2541973,0
ABB.US,D,20170629,000000,22.231,22.24,21.813,21.955,2540174,0
ABB.US,D,20170630,000000,22.089,22.142,21.928,22.097,3255594,0
ABB.US,D,20170703,000000,22.177,22.195,22.062,22.08,1376040,0
ABB.US,D,20170705,000000,21.858,22.053,21.84,22.036,1694375,0
ABB.US,D,20170706,000000,21.832,22.062,21.822,22.018,2174388,0
ABB.US,D,20170707,000000,21.921,21.987,21.813,21.938,2588735,0
ABB.US,D,20170710,000000,21.947,22.026,21.858,21.965,2671313,0
ABB.US,D,20170711,000000,21.849,22.115,21.822,22.062,2178056,0
ABB.US,D,20170712,000000,22.311,22.47,22.298,22.418,2173304,0
ABB.US,D,20170713,000000,22.328,22.373,22.133,22.169,2538866,0
ABB.US,D,20170714,000000,22.133,22.35,22.093,22.328,1652594,0
ABB.US,D,20170717,000000,22.275,22.337,22.231,22.257,1989580,0
ABB.US,D,20170718,000000,22.177,22.221,22.114,22.204,2357752,0
